Efermi (eV)	Density of charge (1/atom)	n	m	family	diameter (nm)	Ei	Ej	Plasmon freq w_p (eV)	branches	ratio	Absorption(w_p)
1.5	0.045	13	4	30	1.21	1	2	1.500	branch1	1.00	3.78
1.5	0.045	13	4	30	1.21	1	2	1.500	branch1	0.17	3.78
1.75	0.058	13	4	30	1.21	1	2	1.548	branch1	1.00	5.72
2.0	0.072	13	4	30	1.21	1	2	1.580	branch1	0.25	7.37
2.0	0.072	13	4	30	1.21	1	2	1.580	branch1	1.00	7.37
1.25	0.031	9	9	27	1.22	0	1	1.299	branch1	0.24	2.37
1.0	0.021	10	8	28	1.22	2	4	1.299	branch1	0.77	2.60
1.0	0.021	10	8	28	1.22	1	3	1.299	branch1	1.00	2.60
1.25	0.028	15	1	31	1.22	2	4	1.372	branch1	0.18	3.24
1.25	0.028	15	1	31	1.22	1	3	1.372	branch1	1.00	3.24
1.5	0.035	15	1	31	1.22	2	4	1.091	branch2	1.00	0.58
1.5	0.035	15	1	31	1.22	2	4	1.388	branch1	0.20	4.02
1.5	0.035	15	1	31	1.22	1	3	1.388	branch1	1.00	4.02
1.0	0.021	15	1	31	1.22	1	3	1.348	branch1	1.00	2.04
1.0	0.021	15	1	31	1.22	2	4	1.348	branch1	0.15	2.04
1.25	0.031	9	9	27	1.22	1	2	1.299	branch1	1.00	2.37
1.5	0.045	9	9	27	1.22	1	2	1.396	branch1	1.00	4.43
1.5	0.045	9	9	27	1.22	0	1	1.396	branch1	0.12	4.43
2.0	0.068	9	9	27	1.22	1	2	1.524	branch1	1.00	7.91
2.0	0.077	10	8	28	1.22	4	6	1.508	branch1	0.40	7.58
1.75	0.058	15	1	31	1.22	3	5	1.564	branch1	1.00	4.09
1.75	0.057	9	9	27	1.22	1	2	1.468	branch1	1.00	6.19
2.0	0.077	10	8	28	1.22	3	5	1.508	branch1	1.00	7.58
1.25	0.028	10	8	28	1.22	1	3	1.356	branch1	1.00	4.08
1.25	0.028	10	8	28	1.22	2	4	1.356	branch1	0.82	4.08
1.5	0.039	10	8	28	1.22	3	5	1.404	branch1	0.37	5.51
2.0	0.077	10	8	28	1.22	2	4	1.508	branch1	0.21	7.58
2.0	0.080	15	1	31	1.22	3	5	1.620	branch1	1.00	6.35
1.75	0.058	15	1	31	1.22	2	4	1.003	branch2	0.15	1.27
2.0	0.080	15	1	31	1.22	4	6	0.906	branch2	0.44	0.79
1.5	0.039	10	8	28	1.22	1	3	1.404	branch1	0.88	5.51
1.5	0.039	10	8	28	1.22	2	4	1.404	branch1	1.00	5.51
1.75	0.056	10	8	28	1.22	3	5	1.452	branch1	1.00	6.48
1.75	0.056	10	8	28	1.22	2	4	1.452	branch1	0.70	6.48
1.75	0.058	15	1	31	1.22	4	6	1.003	branch2	0.28	1.27
2.0	0.079	14	3	31	1.23	3	5	1.580	branch1	0.98	6.33
1.5	0.035	14	3	31	1.23	2	4	1.380	branch1	0.25	3.88
2.0	0.079	14	3	31	1.23	4	6	1.580	branch1	0.11	6.33
2.0	0.079	14	3	31	1.23	4	6	1.003	branch2	0.34	0.72
1.75	0.059	14	3	31	1.23	2	4	1.051	branch2	0.18	0.81
1.75	0.059	14	3	31	1.23	4	6	1.051	branch2	0.22	0.81
1.75	0.059	14	3	31	1.23	3	5	1.532	branch1	1.00	4.39
1.5	0.035	14	3	31	1.23	1	3	1.380	branch1	1.00	3.88
1.5	0.035	14	3	31	1.23	2	4	1.131	branch2	0.90	0.57
1.25	0.028	11	7	29	1.23	1	3	1.388	branch1	0.52	3.98
1.25	0.028	14	3	31	1.23	2	4	1.348	branch1	0.22	3.42
1.0	0.021	14	3	31	1.23	2	4	1.324	branch1	0.19	2.18
1.0	0.021	14	3	31	1.23	1	3	1.324	branch1	1.00	2.18
1.25	0.028	14	3	31	1.23	1	3	1.348	branch1	1.00	3.42
1.0	0.021	11	7	29	1.23	1	3	1.332	branch1	0.47	2.33
1.25	0.028	11	7	29	1.23	2	4	1.388	branch1	0.94	3.98
1.5	0.041	11	7	29	1.23	2	4	1.420	branch1	0.94	5.34
1.0	0.021	11	7	29	1.23	2	4	1.332	branch1	1.00	2.33
1.5	0.041	11	7	29	1.23	3	5	1.420	branch1	0.26	5.34
1.75	0.054	11	7	29	1.23	2	4	1.452	branch1	0.94	6.69
1.75	0.054	11	7	29	1.23	3	5	1.452	branch1	0.36	6.69
2.0	0.076	11	7	29	1.23	4	6	1.508	branch1	0.69	8.21
2.0	0.076	11	7	29	1.23	2	4	1.508	branch1	0.26	8.21
1.5	0.041	11	7	29	1.23	1	3	1.420	branch1	0.13	5.34
2.0	0.076	11	7	29	1.23	3	5	1.508	branch1	0.40	8.21
2.0	0.071	12	6	30	1.24	1	2	1.524	branch1	0.34	7.82
2.0	0.071	12	6	30	1.24	1	2	1.524	branch1	1.00	7.82
1.75	0.056	12	6	30	1.24	1	2	1.484	branch1	0.35	6.11
1.75	0.056	12	6	30	1.24	1	2	1.484	branch1	1.00	6.11
1.5	0.045	12	6	30	1.24	1	2	1.428	branch1	0.29	4.17
1.5	0.045	12	6	30	1.24	1	2	1.428	branch1	1.00	4.17
2.0	0.066	16	0	32	1.25	3	5	0.979	branch3	1.00	0.56
1.75	0.054	16	0	32	1.25	3	5	0.930	branch2	1.00	0.49
1.75	0.054	16	0	32	1.25	3	5	1.452	branch1	0.13	5.96
1.75	0.054	16	0	32	1.25	1	3	0.930	branch2	0.60	0.49
2.0	0.066	16	0	32	1.25	4	6	1.516	branch1	0.50	4.92
2.0	0.066	16	0	32	1.25	2	4	1.516	branch1	1.00	4.92
2.0	0.066	16	0	32	1.25	1	3	1.516	branch1	0.14	4.92
2.0	0.066	16	0	32	1.25	3	5	1.516	branch1	0.22	4.92
2.0	0.066	16	0	32	1.25	2	4	1.372	branch2	1.00	1.78
2.0	0.066	16	0	32	1.25	1	3	1.372	branch2	0.10	1.78
2.0	0.066	16	0	32	1.25	3	5	1.372	branch2	0.17	1.78
2.0	0.066	16	0	32	1.25	1	3	0.979	branch3	0.46	0.56
1.75	0.054	16	0	32	1.25	1	3	1.452	branch1	0.11	5.96
1.75	0.054	16	0	32	1.25	2	4	1.452	branch1	1.00	5.96
1.5	0.043	16	0	32	1.25	2	4	1.436	branch1	1.00	4.91
1.25	0.029	16	0	32	1.25	1	3	1.420	branch1	0.29	4.11
1.5	0.043	16	0	32	1.25	1	3	1.436	branch1	0.14	4.91
1.0	0.021	16	0	32	1.25	1	3	1.380	branch1	0.24	2.43
1.0	0.021	16	0	32	1.25	2	4	1.380	branch1	1.00	2.43
1.25	0.029	16	0	32	1.25	2	4	1.420	branch1	1.00	4.11
2.0	0.070	15	2	32	1.26	3	5	1.524	branch1	0.18	5.59
2.0	0.070	15	2	32	1.26	3	5	1.524	branch1	0.18	5.59
1.0	0.021	15	2	32	1.26	1	3	1.364	branch1	0.22	2.44
2.0	0.070	15	2	32	1.26	2	4	1.524	branch1	0.58	5.59
2.0	0.070	15	2	32	1.26	2	4	1.524	branch1	0.58	5.59
2.0	0.070	15	2	32	1.26	4	6	1.524	branch1	1.00	5.59
2.0	0.070	15	2	32	1.26	4	6	1.524	branch1	1.00	5.59
1.75	0.054	15	2	32	1.26	3	5	1.444	branch1	0.12	6.09
1.75	0.054	15	2	32	1.26	2	4	1.444	branch1	1.00	6.09
1.75	0.054	15	2	32	1.26	3	5	0.971	branch2	0.96	0.48
1.25	0.029	15	2	32	1.26	2	4	1.412	branch1	1.00	4.12
1.25	0.029	15	2	32	1.26	1	3	1.412	branch1	0.26	4.12
1.5	0.043	15	2	32	1.26	2	4	1.420	branch1	1.00	4.98
1.5	0.043	15	2	32	1.26	3	5	1.420	branch1	0.12	4.98
1.0	0.021	15	2	32	1.26	2	4	1.364	branch1	1.00	2.44
2.0	0.070	15	2	32	1.26	3	5	0.995	branch2	0.73	0.64
1.0	0.020	13	5	31	1.26	2	4	1.283	branch1	0.28	2.47
2.0	0.078	13	5	31	1.26	4	6	1.524	branch1	0.15	6.68
1.25	0.028	13	5	31	1.26	2	4	1.316	branch1	0.32	3.84
2.0	0.078	13	5	31	1.26	4	6	1.075	branch2	0.39	0.74
1.75	0.060	13	5	31	1.26	3	5	1.476	branch1	1.00	5.03
1.75	0.060	13	5	31	1.26	4	6	1.476	branch1	0.12	5.03
1.75	0.060	13	5	31	1.26	2	4	1.123	branch2	0.20	0.84
1.75	0.060	13	5	31	1.26	4	6	1.123	branch2	0.26	0.84
1.5	0.037	13	5	31	1.26	3	5	1.380	branch1	0.61	4.41
1.5	0.037	13	5	31	1.26	1	3	1.380	branch1	1.00	4.41
1.5	0.037	13	5	31	1.26	1	3	1.380	branch1	1.00	4.41
1.5	0.037	13	5	31	1.26	2	4	1.380	branch1	0.49	4.41
1.5	0.037	13	5	31	1.26	2	4	1.380	branch1	0.49	4.41
1.25	0.028	13	5	31	1.26	1	3	1.316	branch1	1.00	3.84
1.5	0.037	13	5	31	1.26	3	5	1.380	branch1	0.61	4.41
2.0	0.078	13	5	31	1.26	3	5	1.524	branch1	0.83	6.68
1.0	0.020	13	5	31	1.26	1	3	1.283	branch1	1.00	2.47
2.0	0.074	14	4	32	1.28	2	4	1.500	branch1	0.28	6.80
2.0	0.074	14	4	32	1.28	3	5	1.500	branch1	0.23	6.80
1.75	0.053	14	4	32	1.28	2	4	1.420	branch1	1.00	6.44
1.75	0.053	14	4	32	1.28	3	5	1.420	branch1	0.20	6.44
1.5	0.042	14	4	32	1.28	2	4	1.396	branch1	1.00	5.21
1.5	0.042	14	4	32	1.28	3	5	1.396	branch1	0.15	5.21
1.25	0.028	14	4	32	1.28	2	4	1.372	branch1	1.00	4.24
1.25	0.028	14	4	32	1.28	1	3	1.372	branch1	0.32	4.24
1.0	0.020	14	4	32	1.28	2	4	1.332	branch1	1.00	2.57
1.0	0.020	14	4	32	1.28	1	3	1.332	branch1	0.28	2.57
2.0	0.074	14	4	32	1.28	4	6	1.500	branch1	1.00	6.80
1.0	0.020	10	9	29	1.29	2	4	1.259	branch1	1.00	2.88
1.75	0.056	16	1	33	1.29	1	2	1.476	branch1	1.00	6.80
2.0	0.071	11	8	30	1.29	2	3	1.468	branch1	0.11	8.53
2.0	0.073	16	1	33	1.29	1	2	1.492	branch1	0.12	7.75
2.0	0.073	16	1	33	1.29	1	2	1.492	branch1	1.00	7.75
1.75	0.056	16	1	33	1.29	1	2	1.476	branch1	0.20	6.80
1.5	0.041	10	9	29	1.29	3	5	1.356	branch1	0.55	5.83
1.5	0.045	16	1	33	1.29	1	2	1.444	branch1	0.16	4.95
1.25	0.027	10	9	29	1.29	1	3	1.316	branch1	0.77	4.40
2.0	0.071	11	8	30	1.29	1	2	1.468	branch1	0.21	8.53
1.5	0.045	16	1	33	1.29	1	2	1.444	branch1	1.00	4.95
1.25	0.032	16	1	33	1.29	1	2	1.388	branch1	1.00	2.58
1.0	0.020	10	9	29	1.29	1	3	1.259	branch1	0.84	2.88
2.0	0.076	10	9	29	1.29	3	5	1.444	branch1	0.70	8.51
2.0	0.076	10	9	29	1.29	4	6	1.444	branch1	0.79	8.51
1.75	0.057	10	9	29	1.29	3	5	1.404	branch1	0.63	7.24
1.75	0.057	10	9	29	1.29	2	4	1.404	branch1	0.69	7.24
1.75	0.057	10	9	29	1.29	4	6	1.404	branch1	0.17	7.24
1.25	0.032	16	1	33	1.29	1	2	1.388	branch1	0.12	2.58
2.0	0.071	11	8	30	1.29	1	2	1.468	branch1	0.54	8.53
1.5	0.041	10	9	29	1.29	2	4	1.356	branch1	0.89	5.83
1.75	0.055	11	8	30	1.29	1	2	1.420	branch1	0.69	6.79
1.5	0.044	11	8	30	1.29	1	2	1.364	branch1	0.54	4.90
1.25	0.027	10	9	29	1.29	2	4	1.316	branch1	0.88	4.40
1.5	0.044	11	8	30	1.29	1	2	1.364	branch1	0.95	4.90
1.25	0.032	11	8	30	1.29	1	2	1.283	branch1	0.49	2.82
1.25	0.032	11	8	30	1.29	1	2	1.283	branch1	1.00	2.82
1.75	0.055	11	8	30	1.29	1	2	1.420	branch1	0.42	6.79
1.0	0.020	12	7	31	1.30	2	4	1.235	branch1	0.46	2.89
1.0	0.020	12	7	31	1.30	1	3	1.235	branch1	1.00	2.89
1.25	0.027	12	7	31	1.30	2	4	1.283	branch1	0.50	4.31
1.25	0.027	12	7	31	1.30	1	3	1.283	branch1	1.00	4.31
1.5	0.040	12	7	31	1.30	3	5	1.348	branch1	1.00	5.37
1.75	0.060	12	7	31	1.30	4	6	1.139	branch2	0.34	0.69
1.5	0.040	12	7	31	1.30	1	3	1.348	branch1	0.24	5.37
1.75	0.060	12	7	31	1.30	4	6	1.412	branch1	0.21	6.08
1.75	0.060	12	7	31	1.30	2	4	1.139	branch2	0.19	0.69
2.0	0.076	12	7	31	1.30	4	6	1.107	branch2	0.57	0.61
2.0	0.076	12	7	31	1.30	3	5	1.460	branch1	0.76	7.53
1.5	0.040	12	7	31	1.30	2	4	1.348	branch1	0.58	5.37
2.0	0.076	12	7	31	1.30	4	6	1.460	branch1	0.26	7.53
1.75	0.060	12	7	31	1.30	3	5	1.412	branch1	0.86	6.08
1.5	0.044	15	3	33	1.31	1	2	1.420	branch1	1.00	4.98
1.25	0.032	15	3	33	1.31	1	2	1.364	branch1	0.15	2.66
1.75	0.055	15	3	33	1.31	1	2	1.460	branch1	1.00	6.88
2.0	0.073	15	3	33	1.31	1	2	1.476	branch1	1.00	7.95
1.25	0.032	15	3	33	1.31	1	2	1.364	branch1	1.00	2.66
1.5	0.044	15	3	33	1.31	1	2	1.420	branch1	0.21	4.98
1.75	0.055	15	3	33	1.31	1	2	1.460	branch1	0.24	6.88
2.0	0.075	13	6	32	1.32	3	5	1.452	branch1	0.29	7.83
2.0	0.075	13	6	32	1.32	4	6	1.452	branch1	1.00	7.83
1.75	0.054	13	6	32	1.32	3	5	1.388	branch1	0.30	7.05
1.75	0.054	13	6	32	1.32	2	4	1.388	branch1	1.00	7.05
1.5	0.041	13	6	32	1.32	3	5	1.348	branch1	0.26	5.63
1.25	0.028	13	6	32	1.32	1	3	1.324	branch1	0.41	4.46
1.0	0.020	13	6	32	1.32	1	3	1.275	branch1	0.39	2.79
1.25	0.028	13	6	32	1.32	2	4	1.324	branch1	1.00	4.46
1.5	0.041	13	6	32	1.32	2	4	1.348	branch1	1.00	5.63
1.0	0.020	13	6	32	1.32	2	4	1.275	branch1	1.00	2.79
1.25	0.026	17	0	34	1.33	1	3	1.259	branch1	1.00	3.75
1.0	0.020	17	0	34	1.33	2	4	1.235	branch1	0.25	2.59
1.5	0.038	17	0	34	1.33	1	3	1.380	branch1	0.38	3.26
1.5	0.038	17	0	34	1.33	2	4	1.380	branch1	0.37	3.26
1.5	0.038	17	0	34	1.33	1	3	1.035	branch2	0.62	1.01
1.5	0.038	17	0	34	1.33	2	4	1.035	branch2	1.00	1.01
1.75	0.061	17	0	34	1.33	3	5	1.460	branch1	1.00	5.76
1.75	0.061	17	0	34	1.33	1	2	0.842	branch2	0.13	0.90
1.5	0.038	17	0	34	1.33	3	5	1.380	branch1	1.00	3.26
1.0	0.020	17	0	34	1.33	1	3	1.235	branch1	1.00	2.59
2.0	0.078	17	0	34	1.33	4	6	0.810	branch2	1.00	0.50
2.0	0.078	17	0	34	1.33	2	4	0.810	branch2	0.83	0.50
2.0	0.078	17	0	34	1.33	1	2	0.810	branch2	0.19	0.50
2.0	0.078	17	0	34	1.33	3	5	1.500	branch1	1.00	7.84
1.75	0.061	17	0	34	1.33	4	6	0.842	branch2	0.55	0.90
1.75	0.061	17	0	34	1.33	2	4	0.842	branch2	1.00	0.90
1.75	0.061	17	0	34	1.33	2	4	1.460	branch1	0.12	5.76
1.25	0.026	17	0	34	1.33	2	4	1.259	branch1	0.34	3.75
1.0	0.020	16	2	34	1.34	2	4	1.227	branch1	0.27	2.65
2.0	0.072	14	5	33	1.34	2	3	1.444	branch1	0.12	8.35
1.0	0.020	16	2	34	1.34	1	3	1.227	branch1	1.00	2.65
2.0	0.072	14	5	33	1.34	1	2	1.444	branch1	0.78	8.35
2.0	0.077	16	2	34	1.34	4	6	0.866	branch2	0.77	0.55
2.0	0.077	16	2	34	1.34	4	6	1.492	branch1	0.12	7.78
2.0	0.077	16	2	34	1.34	3	5	1.492	branch1	1.00	7.78
1.75	0.061	16	2	34	1.34	4	6	1.452	branch1	0.10	5.76
1.75	0.061	16	2	34	1.34	3	5	1.452	branch1	1.00	5.76
1.5	0.039	16	2	34	1.34	1	3	1.380	branch1	0.17	3.59
1.5	0.039	16	2	34	1.34	3	5	1.380	branch1	1.00	3.59
1.5	0.039	16	2	34	1.34	2	4	1.019	branch2	1.00	0.94
1.5	0.039	16	2	34	1.34	2	4	1.380	branch1	0.23	3.59
1.25	0.026	16	2	34	1.34	2	4	1.259	branch1	0.30	3.83
1.25	0.026	16	2	34	1.34	2	4	1.259	branch1	0.30	3.83
1.25	0.026	16	2	34	1.34	1	3	1.259	branch1	1.00	3.83
1.25	0.026	16	2	34	1.34	1	3	1.259	branch1	1.00	3.83
1.25	0.032	14	5	33	1.34	1	2	1.316	branch1	0.21	2.93
1.25	0.032	14	5	33	1.34	1	2	1.316	branch1	1.00	2.93
1.5	0.044	14	5	33	1.34	1	2	1.372	branch1	0.27	5.14
1.5	0.044	14	5	33	1.34	1	2	1.372	branch1	1.00	5.14
1.5	0.039	16	2	34	1.34	1	3	1.019	branch2	0.20	0.94
1.75	0.054	14	5	33	1.34	1	2	1.420	branch1	0.27	7.10
1.75	0.054	14	5	33	1.34	1	2	1.420	branch1	0.90	7.10
1.5	0.040	15	4	34	1.36	2	4	1.051	branch2	0.71	0.74
1.5	0.040	15	4	34	1.36	2	4	1.348	branch1	0.21	4.28
1.5	0.040	15	4	34	1.36	3	5	1.348	branch1	1.00	4.28
1.75	0.061	15	4	34	1.36	3	5	1.412	branch1	0.95	5.94
1.75	0.061	15	4	34	1.36	4	6	1.412	branch1	0.13	5.94
1.25	0.026	15	4	34	1.36	1	3	1.235	branch1	1.00	4.11
1.75	0.061	15	4	34	1.36	4	6	0.947	branch2	0.47	0.67
1.25	0.026	15	4	34	1.36	1	3	1.235	branch1	1.00	4.11
1.25	0.032	10	10	30	1.36	1	2	1.235	branch1	1.00	3.65
1.25	0.026	15	4	34	1.36	2	4	1.235	branch1	0.30	4.11
1.0	0.020	15	4	34	1.36	1	3	1.203	branch1	1.00	2.84
1.0	0.020	15	4	34	1.36	2	4	1.203	branch1	0.27	2.84
2.0	0.075	10	10	30	1.36	1	2	1.420	branch1	1.00	9.28
2.0	0.075	10	10	30	1.36	2	3	1.420	branch1	0.20	9.28
1.75	0.053	10	10	30	1.36	1	2	1.372	branch1	1.00	7.44
1.5	0.043	10	10	30	1.36	1	2	1.307	branch1	1.00	5.60
1.25	0.032	10	10	30	1.36	0	1	1.235	branch1	0.14	3.65
2.0	0.076	15	4	34	1.36	4	6	0.930	branch2	0.48	0.59
1.25	0.026	15	4	34	1.36	2	4	1.235	branch1	0.30	4.11
2.0	0.076	15	4	34	1.36	4	6	1.460	branch1	0.15	7.84
2.0	0.074	11	9	31	1.36	3	5	1.404	branch1	0.74	8.60
1.75	0.059	11	9	31	1.36	3	5	1.356	branch1	0.74	7.15
2.0	0.074	11	9	31	1.36	4	6	1.404	branch1	0.47	8.60
1.5	0.041	11	9	31	1.36	3	5	1.299	branch1	1.00	6.03
1.5	0.041	11	9	31	1.36	2	4	1.299	branch1	0.85	6.03
1.25	0.026	11	9	31	1.36	1	3	1.243	branch1	1.00	4.70
1.25	0.026	11	9	31	1.36	2	4	1.243	branch1	0.79	4.70
1.0	0.020	11	9	31	1.36	1	3	1.195	branch1	1.00	3.25
1.0	0.020	11	9	31	1.36	2	4	1.195	branch1	0.76	3.25
2.0	0.076	15	4	34	1.36	3	5	1.460	branch1	0.96	7.84
1.75	0.059	11	9	31	1.36	4	6	1.356	branch1	0.40	7.15
1.75	0.051	17	1	35	1.37	4	6	1.348	branch1	0.12	6.08
1.75	0.051	17	1	35	1.37	2	4	1.348	branch1	1.00	6.08
1.75	0.051	17	1	35	1.37	3	5	1.348	branch1	0.15	6.08
1.75	0.051	17	1	35	1.37	3	5	0.922	branch2	0.59	0.48
2.0	0.076	17	1	35	1.37	4	6	1.468	branch1	1.00	6.82
2.0	0.076	17	1	35	1.37	3	5	0.882	branch2	0.56	1.09
2.0	0.076	17	1	35	1.37	5	7	0.882	branch2	0.12	1.09
1.5	0.041	17	1	35	1.37	3	5	1.316	branch1	0.13	5.52
1.5	0.041	17	1	35	1.37	2	4	1.316	branch1	1.00	5.52
1.0	0.020	17	1	35	1.37	2	4	1.267	branch1	1.00	3.12
1.0	0.020	12	8	32	1.37	1	3	1.219	branch1	0.60	3.15
1.25	0.027	12	8	32	1.37	2	4	1.267	branch1	1.00	4.74
1.25	0.027	12	8	32	1.37	1	3	1.267	branch1	0.54	4.74
1.5	0.041	12	8	32	1.37	2	4	1.299	branch1	1.00	6.10
1.5	0.041	12	8	32	1.37	1	3	1.299	branch1	0.20	6.10
1.5	0.041	12	8	32	1.37	3	5	1.299	branch1	0.32	6.10
1.75	0.058	12	8	32	1.37	4	6	1.348	branch1	0.59	7.59
1.75	0.058	12	8	32	1.37	2	4	1.348	branch1	1.00	7.59
1.75	0.058	12	8	32	1.37	1	3	1.348	branch1	0.11	7.59
1.75	0.058	12	8	32	1.37	3	5	1.348	branch1	0.77	7.59
2.0	0.074	12	8	32	1.37	4	6	1.404	branch1	1.00	8.71
2.0	0.074	12	8	32	1.37	3	5	1.404	branch1	0.74	8.71
1.25	0.029	17	1	35	1.37	2	4	1.299	branch1	1.00	4.51
1.0	0.020	17	1	35	1.37	1	3	1.267	branch1	0.26	3.12
1.0	0.020	12	8	32	1.37	2	4	1.219	branch1	1.00	3.15
1.25	0.029	17	1	35	1.37	1	3	1.299	branch1	0.10	4.51
2.0	0.074	12	8	32	1.37	2	4	1.404	branch1	0.27	8.71
1.75	0.053	13	7	33	1.38	1	2	1.372	branch1	0.47	7.49
2.0	0.074	13	7	33	1.38	1	2	1.412	branch1	1.00	9.03
2.0	0.074	13	7	33	1.38	1	2	1.412	branch1	0.38	9.03
1.5	0.043	13	7	33	1.38	1	2	1.324	branch1	1.00	5.57
1.25	0.032	13	7	33	1.38	1	2	1.259	branch1	0.33	3.42
1.25	0.032	13	7	33	1.38	0	1	1.259	branch1	0.10	3.42
1.25	0.032	13	7	33	1.38	1	2	1.259	branch1	1.00	3.42
1.5	0.043	13	7	33	1.38	1	2	1.324	branch1	0.40	5.57
1.75	0.053	13	7	33	1.38	1	2	1.372	branch1	1.00	7.49
1.0	0.019	14	6	34	1.39	1	3	1.179	branch1	1.00	3.13
1.25	0.026	14	6	34	1.39	2	4	1.211	branch1	0.50	4.47
1.5	0.041	14	6	34	1.39	1	3	1.067	branch2	0.20	0.74
1.5	0.041	14	6	34	1.39	2	4	1.067	branch2	1.00	0.74
1.5	0.041	14	6	34	1.39	3	5	1.307	branch1	1.00	5.08
1.5	0.041	14	6	34	1.39	2	4	1.307	branch1	0.32	5.08
1.75	0.060	14	6	34	1.39	2	4	0.995	branch2	0.11	0.65
1.25	0.026	14	6	34	1.39	1	3	1.211	branch1	1.00	4.47
1.0	0.019	14	6	34	1.39	2	4	1.179	branch1	0.46	3.13
2.0	0.074	14	6	34	1.39	4	6	0.979	branch2	0.80	0.54
1.0	0.020	16	3	35	1.39	2	4	1.251	branch1	1.00	3.19
1.0	0.020	16	3	35	1.39	1	3	1.251	branch1	0.29	3.19
1.25	0.029	16	3	35	1.39	2	4	1.283	branch1	1.00	4.59
1.25	0.029	16	3	35	1.39	1	3	1.283	branch1	0.11	4.59
1.75	0.060	14	6	34	1.39	4	6	1.364	branch1	0.21	6.41
1.5	0.041	16	3	35	1.39	3	5	1.307	branch1	0.16	5.69
1.75	0.052	16	3	35	1.39	3	5	0.955	branch2	0.47	0.50
1.75	0.052	16	3	35	1.39	4	6	1.348	branch1	0.38	6.20
1.75	0.052	16	3	35	1.39	2	4	1.348	branch1	1.00	6.20
1.75	0.052	16	3	35	1.39	3	5	1.348	branch1	0.22	6.20
2.0	0.076	16	3	35	1.39	3	5	0.971	branch2	0.40	0.72
2.0	0.076	16	3	35	1.39	4	6	1.444	branch1	1.00	7.14
2.0	0.076	16	3	35	1.39	3	5	1.444	branch1	0.11	7.14
1.75	0.060	14	6	34	1.39	4	6	0.995	branch2	0.53	0.65
1.75	0.060	14	6	34	1.39	3	5	1.364	branch1	1.00	6.41
1.5	0.041	16	3	35	1.39	2	4	1.307	branch1	1.00	5.69
2.0	0.074	14	6	34	1.39	3	5	1.412	branch1	1.00	8.24
2.0	0.074	14	6	34	1.39	4	6	1.412	branch1	0.26	8.24
1.0	0.019	15	5	35	1.41	2	4	1.219	branch1	1.00	3.32
2.0	0.071	18	0	36	1.41	2	3	0.834	branch2	0.58	0.44
2.0	0.071	18	0	36	1.41	1	2	0.834	branch2	1.00	0.44
2.0	0.071	18	0	36	1.41	0	1	0.834	branch2	0.37	0.44
2.0	0.071	18	0	36	1.41	1	2	1.380	branch1	0.11	8.35
2.0	0.071	18	0	36	1.41	1	2	1.380	branch1	1.00	8.35
1.75	0.056	18	0	36	1.41	1	2	1.372	branch1	0.18	7.47
1.75	0.056	18	0	36	1.41	1	2	1.372	branch1	1.00	7.47
1.5	0.043	18	0	36	1.41	1	2	1.348	branch1	0.21	5.99
1.5	0.043	18	0	36	1.41	1	2	1.348	branch1	1.00	5.99
1.25	0.032	18	0	36	1.41	1	2	1.299	branch1	0.16	3.81
1.25	0.032	18	0	36	1.41	1	2	1.299	branch1	1.00	3.81
1.25	0.029	15	5	35	1.41	1	3	1.251	branch1	0.29	4.74
2.0	0.076	15	5	35	1.41	4	6	1.404	branch1	1.00	7.75
1.75	0.056	15	5	35	1.41	3	5	1.340	branch1	0.50	6.86
1.0	0.019	15	5	35	1.41	1	3	1.219	branch1	0.39	3.32
1.5	0.040	15	5	35	1.41	2	4	1.275	branch1	1.00	5.99
1.5	0.040	15	5	35	1.41	1	3	1.275	branch1	0.15	5.99
1.5	0.040	15	5	35	1.41	3	5	1.275	branch1	0.20	5.99
1.25	0.029	15	5	35	1.41	2	4	1.251	branch1	1.00	4.74
1.75	0.056	15	5	35	1.41	2	4	1.340	branch1	1.00	6.86
1.75	0.056	15	5	35	1.41	1	3	1.340	branch1	0.15	6.86
1.75	0.056	15	5	35	1.41	4	6	1.340	branch1	0.97	6.86
2.0	0.076	15	5	35	1.41	3	5	1.027	branch2	1.00	0.76
2.0	0.076	15	5	35	1.41	2	4	1.027	branch2	0.47	0.76
2.0	0.076	15	5	35	1.41	3	5	1.404	branch1	0.26	7.75
2.0	0.076	15	5	35	1.41	2	4	1.404	branch1	0.10	7.75
1.5	0.043	17	2	36	1.42	1	2	1.332	branch1	0.22	6.00
1.25	0.032	17	2	36	1.42	1	2	1.283	branch1	1.00	3.81
1.75	0.056	17	2	36	1.42	1	2	1.364	branch1	1.00	7.52
1.5	0.043	17	2	36	1.42	1	2	1.332	branch1	1.00	6.00
1.25	0.032	17	2	36	1.42	1	2	1.283	branch1	0.18	3.81
1.0	0.019	11	10	32	1.42	1	3	1.163	branch1	0.88	3.51
1.25	0.027	11	10	32	1.42	2	4	1.211	branch1	0.94	5.05
1.25	0.027	11	10	32	1.42	1	3	1.211	branch1	0.58	5.05
1.25	0.027	11	10	32	1.42	3	5	1.211	branch1	0.22	5.05
1.5	0.041	11	10	32	1.42	2	4	1.259	branch1	0.92	6.50
1.5	0.041	11	10	32	1.42	3	5	1.259	branch1	0.69	6.50
1.75	0.059	11	10	32	1.42	4	6	1.307	branch1	0.78	7.88
1.75	0.059	11	10	32	1.42	3	5	1.307	branch1	0.73	7.88
